Root,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_3047,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Dimorphospora,Dimorphospora_sp|SH218839.06FU
OTU_3048,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_3049,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Perenniporia,Perenniporia_ochroleuca|SH203391.06FU
OTU_3050,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
OTU_3051,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber_sp|SH204009.06FU
OTU_3052,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_ambigua|SH232483.06FU
OTU_3053,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH216859.06FU
OTU_3054,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Stachybotrys,Stachybotrys_sp|SH222253.06FU
OTU_3055,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_linderae|SH223151.06FU
OTU_3056,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_3057,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Skeletocutis,Skeletocutis_sp|SH203283.06FU
OTU_3058,Root,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Myxotrichaceae,Malbranchea,Malbranchea_dendritica|SH201686.06FU
OTU_3059,Root,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Pringsheimia,Pringsheimia_sp|SH231456.06FU
OTU_3060,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus,Lentinellus_cochleatus|SH198993.06FU
OTU_3061,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_3062,Root,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma_sp_X_MLI_2005|SH228521.06FU
OTU_3063,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU
OTU_3064,Root,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletales_unidentified,Boletales_unidentified_1,Boletales_sp|SH216987.06FU
OTU_3065,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_inositophilus|SH219417.06FU
OTU_3066,Root,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces_cryophilus|SH239688.06FU
OTU_3067,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH234355.06FU
OTU_3068,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,Hohenbuehelia_unguicularis|SH220608.06FU
OTU_3069,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_hainanensis|SH197670.06FU
OTU_3070,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_3071,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_fuscum|SH228098.06FU
OTU_3072,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Helicoma,Helicoma_morganii|SH226060.06FU
OTU_3073,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_3074,Root,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_oviparasitica|SH238609.06FU
OTU_3075,Root,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetes_unidentified,Archaeorhizomycetes_unidentified_1,Archaeorhizomycetes_unidentified_1,Archaeorhizomycetes_sp|SH198729.06FU
OTU_3076,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_aff_placomyces_ML_5|SH237697.06FU
OTU_3077,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,Xenasmatella,Xenasmatella_sp|SH203418.06FU
OTU_3078,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_fragi|SH209137.06FU
OTU_3079,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,Septoglomus_fuscum|SH228098.06FU
OTU_3080,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH214852.06FU
OTU_3081,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus_appalachiensis|SH197402.06FU
OTU_3082,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH196875.06FU
OTU_3083,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Hydropisphaera_sp|SH235787.06FU
OTU_3084,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH195345.06FU
OTU_3085,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,Phlebia_radiata|SH203981.06FU
OTU_3086,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_clonocystis|SH218047.06FU
OTU_3087,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_3088,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH207009.06FU
OTU_3089,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH196181.06FU
OTU_3090,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH197108.06FU
OTU_3091,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH237423.06FU
OTU_3092,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Cyphellophora,Cyphellophora_fusarioides|SH232795.06FU
OTU_3093,Root,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH209979.06FU
OTU_3094,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH241497.06FU
OTU_3095,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp_tjv4|SH201180.06FU
OTU_3096,Root,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Powellomyces,Powellomyces_sp_JEL95|SH190244.06FU
OTU_3097,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Sirobasidium,Sirobasidium_brefeldianum|SH196668.06FU
OTU_3098,Root,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Eurotiales_unidentified,Eurotiales_unidentified_1,Eurotiales_sp|SH214199.06FU
OTU_3099,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Myrothecium,Myrothecium_sp_HKC11|SH227390.06FU
OTU_3100,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Hyphodiscus,Hyphodiscus_sp|SH215673.06FU
OTU_3101,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH227422.06FU
OTU_3102,Root,Fungi,Glomeromycota,Glomeromycota_unidentified,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1_1,Glomeromycota_sp|SH236337.06FU
OTU_3103,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp|SH216413.06FU
OTU_3104,Root,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,Lecythophora_sp|SH226443.06FU
OTU_3105,Root,Fungi,Ascomycota,Leotiomycetes,Incertae_sedis,Incertae_sedis_1,Collophora,Collophora_hispanica|SH222315.06FU
OTU_3106,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_3107,Root,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversisporaceae_unidentified,Diversisporaceae_sp|SH200219.06FU
OTU_3108,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_unidentified,Agaricomycetes_unidentified_1,Agaricomycetes_unidentified_1,Agaricomycetes_sp|SH202321.06FU
OTU_3109,Root,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus_chrysenteron|SH238855.06FU
OTU_3110,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH211973.06FU
OTU_3111,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Setomelanomma,Setomelanomma_sp|SH207019.06FU
OTU_3112,Root,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Atractiellales_unidentified,Atractiellales_unidentified_1,Atractiellales_sp|SH239170.06FU
OTU_3113,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH230327.06FU
OTU_3114,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Stachybotrys,Stachybotrys_cf_elegans_HGUP_0310|SH227387.06FU
OTU_3115,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Dioszegia,Dioszegia_sp_LC_2007_2|SH196968.06FU
OTU_3116,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_3117,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH229314.06FU
OTU_3118,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_3119,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_buffonii|SH211124.06FU
OTU_3120,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_transvaalensis|SH241134.06FU
OTU_3121,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH195240.06FU
OTU_3122,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_sp_II_AJ_2010|SH199262.06FU
OTU_3123,Root,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetales_unidentified,Coniochaetales_unidentified_1,Coniochaetales_sp|SH240727.06FU
OTU_3124,Root,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Boletus_erythropus|SH237031.06FU
OTU_3125,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH190086.06FU
OTU_3126,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,Kurtzmanomyces_insolitus|SH221677.06FU
OTU_3127,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_sp_TU112047|SH232554.06FU
OTU_3128,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_papillatum|SH230501.06FU
OTU_3129,Root,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Phylloporus,Phylloporus_leucomycelinus|SH197263.06FU
OTU_3130,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_tumulicola|SH241548.06FU
OTU_3131,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_griseoflavus|SH205575.06FU
OTU_3132,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_griseoflavus|SH205575.06FU
OTU_3133,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Staphylotrichum,Staphylotrichum_sp_Amy_4|SH234940.06FU
OTU_3134,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Magnaporthaceae,Pyricularia,Pyricularia_sp|SH230953.06FU
OTU_3135,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH235187.06FU
OTU_3136,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hyphoderma,Hyphoderma_praetermissum|SH223580.06FU
OTU_3137,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,Volutella_sp|SH237681.06FU
OTU_3138,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_3139,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Postia,Postia_fragilis|SH203218.06FU
OTU_3140,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_unidentified,Thelephoraceae_sp|SH219882.06FU
OTU_3141,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_auriculariae|SH219416.06FU
OTU_3142,Root,Fungi,Chytridiomycota,Neocallimastigomycetes,Neocallimastigales,Neocallimastigaceae,Orpinomyces,Orpinomyces_sp_NIANP60|SH192579.06FU
OTU_3143,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Retroconis,Retroconis_fusiformis|SH234970.06FU
OTU_3144,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_3145,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Tubeufiaceae_unidentified,Tubeufiaceae_sp|SH226058.06FU
OTU_3146,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_inositophilus|SH219417.06FU
OTU_3147,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Stachybotrys,Stachybotrys_sp|SH222253.06FU
OTU_3148,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,Rhizophydium_sp_PL_AUS_Ad014|SH236288.06FU
OTU_3149,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH190471.06FU
OTU_3150,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp_9_RG_2012|SH202597.06FU
OTU_3151,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Incertae_sedis_23,Ramophialophora,Ramophialophora_sp|SH235710.06FU
OTU_3152,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp|SH219310.06FU
OTU_3153,Root,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces_acuminatus|SH237179.06FU
OTU_3154,Root,Fungi,Glomeromycota,Glomeromycota_unidentified,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1_1,Glomeromycota_sp|SH238503.06FU
OTU_3155,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_3156,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209361.06FU
OTU_3157,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH218146.06FU
OTU_3158,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH223059.06FU
OTU_3159,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Devriesia,Devriesia_sp|SH215035.06FU
OTU_3160,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lycoperdon,Lycoperdon_utriforme|SH191489.06FU
OTU_3161,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_unidentified,Hymenochaetales_unidentified_1,Hymenochaetales_sp|SH229188.06FU
OTU_3162,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH237611.06FU
OTU_3163,Root,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_cylindrospora|SH213363.06FU
OTU_3164,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH230448.06FU
OTU_3165,Root,Fungi,Glomeromycota,Glomeromycota_unidentified,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1,Glomeromycota_unidentified_1_1,Glomeromycota_sp|SH236337.06FU
OTU_3166,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Ascochyta,Ascochyta_sp|SH233956.06FU
OTU_3167,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_3168,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH236335.06FU
OTU_3169,Root,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces_cryophilus|SH239688.06FU
OTU_3170,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_sp_C215|SH229036.06FU
OTU_3171,Root,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiales_unidentified,Hysterangiales_unidentified_1,Hysterangiales_sp|SH233926.06FU
OTU_3172,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe_sp_TU112116|SH236690.06FU
OTU_3173,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_thymicola|SH219787.06FU
OTU_3174,Root,Fungi,Chytridiomycota,Chytridiomycetes,Olpidiales,Olpidiaceae,Olpidium,Olpidium_bornovanus|SH229163.06FU
OTU_3175,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Stachybotrys,Stachybotrys_sp|SH227389.06FU
OTU_3176,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_unidentified,Agaricomycetes_unidentified_1,Agaricomycetes_unidentified_1,Agaricomycetes_sp|SH226433.06FU
OTU_3177,Root,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Synchytriaceae,Synchytrium,Synchytrium_endobioticum|SH234051.06FU
OTU_3178,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_corticola|SH216692.06FU
OTU_3179,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Hortaea,Hortaea_sp|SH238974.06FU
OTU_3180,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH235721.06FU
OTU_3181,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_tetracladius|SH234733.06FU
OTU_3182,Root,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Incertae_sedis_48,Syzygospora,Syzygospora_effibulata|SH198311.06FU
OTU_3183,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH190086.06FU
OTU_3184,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Bandoniozyma,Bandoniozyma_glucofermentans|SH195379.06FU
OTU_3185,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_glutinans|SH222042.06FU
OTU_3186,Root,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiaceae,Myriangium,Myriangium_sp_CEHS208|SH230447.06FU
OTU_3187,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp|SH195963.06FU
OTU_3188,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_griseoflavus|SH205575.06FU
OTU_3189,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_ruber|SH219452.06FU
OTU_3190,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Neosetophoma,Neosetophoma_sp|SH207000.06FU
OTU_3191,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH230465.06FU
OTU_3192,Root,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Flavopunctelia,Flavopunctelia_flaventior|SH210663.06FU
OTU_3193,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma_borgsjoeense|SH237356.06FU
OTU_3194,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_lamellibrachiae|SH227552.06FU
OTU_3195,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_unidentified,Xylariales_unidentified_1,Xylariales_sp|SH216931.06FU
OTU_3196,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp|SH227547.06FU
OTU_3197,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_halophila|SH215823.06FU
OTU_3198,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Mucoraceae,Mucor,Mucor_inaequisporus|SH217078.06FU
OTU_3199,Root,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Itersonilia,Itersonilia_perplexans|SH217649.06FU
OTU_3200,Root,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia_asparagi|SH220569.06FU
OTU_3201,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH203855.06FU
OTU_3202,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_infula|SH197236.06FU
OTU_3203,Root,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH217991.06FU
OTU_3204,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH196609.06FU
OTU_3205,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_submonticulosum|SH236019.06FU
OTU_3206,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
OTU_3207,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Mucoraceae,Benjaminiella,Benjaminiella_multispora|SH212376.06FU
OTU_3208,Root,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia_asparagi|SH220569.06FU
OTU_3209,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_phaeophysciae|SH198252.06FU
OTU_3210,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_griseoflavus|SH205575.06FU
